gembase_name	#assembly_accession	refseq_category	taxid	species_taxid	organism_name	tax_id	genus_from_sp	order	family	order_id	family_id	lineage
GAMA.0123.00944	GCF_900044015.1	representative genome	1778263	1778263	Candidatus Hoaglandella endobia	1778263	Hoaglandella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 1906659, 1778263]
GAMA.0123.00945	GCF_012571135.1	representative genome	2675787	2675787	Enterobacteriaceae endosymbiont of Donacia tomentosa	2675787	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675787]
GAMA.0123.00946	GCF_012563145.1	representative genome	2675794	2675794	Enterobacteriaceae endosymbiont of Plateumaris consimilis	2675794	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675794]
GAMA.0123.00948	GCF_012568245.1	representative genome	2675786	2675786	Enterobacteriaceae endosymbiont of Donacia thalassina	2675786	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675786]
GAMA.0123.00949	GCF_012567545.1	representative genome	2675778	2675778	Enterobacteriaceae endosymbiont of Donacia fulgens	2675778	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675778]
GAMA.0123.00950	GCF_012569925.1	representative genome	2675774	2675774	Enterobacteriaceae endosymbiont of Donacia cinerea	2675774	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675774]
GAMA.0123.00951	GCF_012570145.1	representative genome	2675781	2675781	Enterobacteriaceae endosymbiont of Donacia provostii	2675781	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675781]
GAMA.0123.00953	GCF_009646115.1	representative genome	470933	470933	Pantoea eucalypti	470933	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 470933]
GAMA.0123.00956	GCF_022647325.1	representative genome	470932	470932	Pantoea deleyi	470932	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 470932]
GAMA.0123.00958	GCF_012570965.1	representative genome	2675788	2675788	Enterobacteriaceae endosymbiont of Donacia versicolorea	2675788	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675788]
GAMA.0123.00959	GCF_012571605.1	representative genome	2675790	2675790	Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675790]
GAMA.0123.00961	GCF_001022135.1	representative genome	1972431	1972431	Phytobacter ursingii	1972431	Phytobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 447792, 1972431]
GAMA.0123.00962	GCF_000241955.1	representative genome	745277	34038	Rahnella aquatilis CIP 78.65 = ATCC 33071	745277	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 34038, 745277]
GAMA.0123.00966	GCF_012568445.1	representative genome	2675789	2675789	Enterobacteriaceae endosymbiont of Donacia vulgaris	2675789	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675789]
GAMA.0123.00968	GCF_012568645.1	representative genome	2675784	2675784	Enterobacteriaceae endosymbiont of Donacia simplex	2675784	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675784]
GAMA.0123.00970	GCF_012570745.1	representative genome	2675777	2675777	Enterobacteriaceae endosymbiont of Donacia dentata	2675777	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675777]
GAMA.0123.00972	GCF_012563325.1	representative genome	2675793	2675793	Enterobacteriaceae endosymbiont of Plateumaris braccata	2675793	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675793]
GAMA.0123.00974	GCF_002632755.1	representative genome	1034471	1034471	Xenorhabdus ishibashii	1034471	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 1034471]
GAMA.0123.00975	GCF_000021705.1	representative genome	572265	138072	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	572265	Hamiltonella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 146507, 568987, 138072, 572265]
GAMA.0123.00976	GCF_012570365.1	representative genome	2675775	2675775	Enterobacteriaceae endosymbiont of Donacia clavipes	2675775	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675775]
GAMA.0123.00985	GCF_012562965.1	representative genome	2675796	2675796	Enterobacteriaceae endosymbiont of Plateumaris rustica	2675796	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675796]
GAMA.0123.00987	GCF_001656035.1	representative genome	935293	935293	Yersinia entomophaga	935293	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 935293]
GAMA.0123.00988	GCF_012569285.1	representative genome	2675782	2675782	Enterobacteriaceae endosymbiont of Donacia proxima	2675782	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675782]
GAMA.0123.01004	GCF_003956045.1	representative genome	1302411	1302411	Candidatus Annandia adelgestsuga	1302411	Annandia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 1302410, 1302411]
GAMA.0123.01006	GCF_000534275.1	representative genome	208224	208224	Enterobacter kobei	208224	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 208224]
GAMA.0123.01015	GCF_900186025.1	representative genome	82995	82995	Serratia grimesii	82995	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 82995]
GAMA.0123.01023	GCF_012568845.1	representative genome	2675773	2675773	Enterobacteriaceae endosymbiont of Donacia cincticornis	2675773	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675773]
GAMA.0123.01029	GCF_012567685.1	representative genome	2675779	2675779	Enterobacteriaceae endosymbiont of Donacia marginata	2675779	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675779]
GAMA.0123.01030	GCF_019665745.1	representative genome	69218	69218	Enterobacter cancerogenus	69218	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 69218]
GAMA.0123.01031	GCF_000754805.1	representative genome	349966	29484	Yersinia frederiksenii ATCC 33641	349966	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 29484, 349966]
GAMA.0123.01041	GCF_011605535.1	na	413502	413502	Cronobacter turicensis	413502	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 413502]
GAMA.0123.01044	GCF_002073895.1	representative genome	428411	428411	Candidatus Riesia pediculischaeffi	428411	Riesia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 401618, 428411]
GAMA.0123.01048	GCF_012562605.1	representative genome	2675797	2675797	Enterobacteriaceae endosymbiont of Plateumaris sericea	2675797	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675797]
GAMA.0123.01053	GCF_012569785.1	representative genome	2675776	2675776	Enterobacteriaceae endosymbiont of Donacia crassipes	2675776	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675776]
GAMA.0123.01059	GCF_011065485.1	representative genome	2703882	2703882	Rahnella contaminans	2703882	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2703882]
GAMA.0123.01062	GCF_004768525.1	representative genome	638	638	Arsenophonus nasoniae	638	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 638]
GAMA.0123.01073	GCF_000754995.1	representative genome	585	585	Proteus vulgaris	585	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 585]
GAMA.0123.01076	GCF_003634235.1	representative genome	158877	158877	Yokenella regensburgei	158877	Yokenella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158876, 158877]
GAMA.0123.01082	GCF_004137795.1	representative genome	2034769	2034769	Pectobacterium zantedeschiae	2034769	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2034769]
GAMA.0123.01104	GCF_013373955.1	representative genome	138073	138073	Candidatus Regiella insecticola	138073	Regiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 146507, 568988, 138073]
GAMA.0123.01118	GCF_012570535.1	representative genome	2675783	2675783	Enterobacteriaceae endosymbiont of Donacia semicuprea	2675783	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675783]
GAMA.0123.01146	GCF_000951135.1	representative genome	1513468	1513468	Rouxiella chamberiensis	1513468	Rouxiella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1565532, 1513468]
GAMA.0123.01162	GCF_003938205.1	representative genome	67824	67824	Citrobacter farmeri	67824	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 67824]
GAMA.0123.01183	GCF_000314895.2	representative genome	1141660	516075	Providencia sneebia DSM 19967	1141660	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 516075, 1141660]
GAMA.0123.01202	GCF_003612015.1	representative genome	2364647	2364647	Pantoea piersonii	2364647	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 2364647]
GAMA.0123.01213	GCF_012567955.1	representative genome	2675772	2675772	Enterobacteriaceae endosymbiont of Donacia bicoloricornis	2675772	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675772]
GAMA.0123.01214	GCF_900604315.1	representative genome	2161819	2161819	[Erwinia] mediterraneensis	2161819	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 2161819]
GAMA.0123.01225	GCF_003148935.1	representative genome	574096	574096	Pantoea allii	574096	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 574096]
GAMA.0123.01262	GCF_014653055.1	representative genome	1398493	1398493	Pseudocitrobacter faecalis	1398493	Pseudocitrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1504576, 1398493]
GAMA.0123.01275	GCF_000757905.1	representative genome	1247024	1247023	Candidatus Arsenophonus nilaparvatae str. Hanzhou	1247024	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 1247023, 1247024]
GAMA.0123.01285	GCF_900115045.1	representative genome	1367852	1367852	Izhakiella capsodis	1367852	Izhakiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1780190, 1367852]
GAMA.0123.01287	GCF_003795375.1	na	1914243	1914243	Citrobacter europaeus	1914243	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1914243]
GAMA.0123.01298	GCF_015644585.1	representative genome	2787622	2787622	Rahnella laticis	2787622	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2787622]
GAMA.0123.01302	GCF_020381325.1	representative genome	333965	333965	Providencia vermicola	333965	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 333965]
GAMA.0123.01309	GCF_009372235.1	representative genome	1240404	1240404	Dickeya oryzae	1240404	Dickeya	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 204037, 1240404]
GAMA.0123.01311	GCF_016649425.1	representative genome	2791986	2791986	Limnobaculum allomyrinae	2791986	Limnobaculum	Enterobacterales	Budviciaceae	91347	1903416	[1, 131567, 2, 1224, 1236, 91347, 1903416, 2172100, 2791986]
GAMA.0123.01313	GCF_900107885.1	representative genome	71657	71657	Lonsdalea quercina	71657	Lonsdalea	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 1082702, 71657]
GAMA.0123.01315	GCF_008364555.1	na	2797505	2797505	Enterobacter vonholyi	2797505	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2797505]
GAMA.0123.01318	GCF_003363015.1	representative genome	1487935	1487935	Enterobacillus tribolii	1487935	Enterobacillus	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 1822002, 1487935]
GAMA.0123.01319	GCF_001112925.1	representative genome	685706	685706	Yersinia nurmii	685706	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 685706]
GAMA.0123.01322	GCF_001297845.1	na	379893	379893	Trabulsiella odontotermitis	379893	Trabulsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158851, 379893]
GAMA.0123.01323	GCF_006517625.1	representative genome	2562439	2562439	Mixta tenebrionis	2562439	Mixta	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2100764, 2562439]
GAMA.0123.01333	GCF_004342665.1	representative genome	160434	160434	Samsonia erythrinae	160434	Samsonia	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 160433, 160434]
GAMA.0123.01340	GCF_014639435.1	representative genome	1477018	1477018	Hafnia psychrotolerans	1477018	Hafnia	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 568, 1477018]
GAMA.0123.01343	GCF_002607735.1	representative genome	1973495	1973495	Proteus alimentorum	1973495	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 1973495]
GAMA.0123.01347	GCF_001976145.1	representative genome	2034155	2034155	Serratia oryzae	2034155	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 2034155]
GAMA.0123.01357	GCF_900111105.1	representative genome	988801	988801	Rosenbergiella nectarea	988801	Rosenbergiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1356488, 988801]
GAMA.0123.01358	GCF_019140855.1	representative genome	2815733	2815733	Tenebrionicola larvae	2815733	Tenebrionicola	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2969848, 2943312, 2815733]
GAMA.0123.01360	GCF_003429605.1	na	67828	67828	Citrobacter gillenii	67828	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 67828]
GAMA.0123.01363	GCF_000412335.2	representative genome	566551	158484	Cedecea davisae DSM 4568	566551	Cedecea	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158483, 158484, 566551]
GAMA.0123.01366	GCF_011067265.1	representative genome	1646377	1646377	Rouxiella badensis	1646377	Rouxiella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1565532, 1646377]
GAMA.0123.01368	GCF_020283705.1	representative genome	2762229	2762229	Escherichia whittamii	2762229	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 2762229]
GAMA.0123.01383	GCF_025758635.1	representative genome	630	630	Yersinia enterocolitica	630	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 630]
GAMA.0123.01385	GCF_018257325.1	representative genome	1917880	1917880	Nissabacter archeti	1917880	Nissabacter	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1964366, 1917880]
GAMA.0123.01389	GCF_002777965.1	representative genome	1987580	1987580	Proteus columbae	1987580	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 1987580]
GAMA.0123.01391	GCF_900094925.1	na	1005665	1005665	Kosakonia oryzendophytica	1005665	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 1005665]
GAMA.0123.01404	GCF_008710095.1	representative genome	2590031	2590031	Affinibrenneria salicis	2590031	Affinibrenneria	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 2853326, 2590031]
GAMA.0123.01410	GCF_004801125.1	representative genome	67829	67829	Citrobacter murliniae	67829	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 67829]
GAMA.0123.01425	GCF_902500225.1	representative genome	2831590	2831590	Buttiauxella massiliensis	2831590	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 2831590]
GAMA.0123.01429	GCF_022602085.1	representative genome	1544695	1544695	Rosenbergiella collisarenosi	1544695	Rosenbergiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1356488, 1544695]
GAMA.0123.01445	GCF_010131535.1	representative genome	2691583	2691583	Acerihabitans arboris	2691583	Acerihabitans	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 2811373, 2691583]
GAMA.0123.01446	GCF_014156615.1	representative genome	1592631	1592631	Pantoea pleuroti	1592631	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1592631]
GAMA.0123.01451	GCF_003846135.1	representative genome	69224	69224	Erwinia psidii	69224	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 69224]
GAMA.0123.01474	GCF_003182475.1	representative genome	451513	451513	Mangrovibacter plantisponsor	451513	Mangrovibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 451512, 451513]
GAMA.0123.01475	GCF_002006995.1	representative genome	1926881	1926881	Izhakiella australiensis	1926881	Izhakiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1780190, 1926881]
GAMA.0123.01516	GCF_000312485.1	representative genome	1205683	419257	Yersinia massiliensis CCUG 53443	1205683	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 419257, 1205683]
GAMA.0123.01536	GCF_003332275.1	representative genome	2267246	2267246	Edaphovirga cremea	2267246	Edaphovirga	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2678248, 2267246]
GAMA.0123.01550	GCF_009295515.1	representative genome	1563158	1563158	Erwinia endophytica	1563158	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 1563158]
GAMA.0123.01552	GCF_005497185.1	representative genome	2485124	2485124	Pectobacterium polonicum	2485124	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2485124]
GAMA.0123.01564	GCF_001484765.1	representative genome	1384589	1384589	Entomohabitans teleogrylli	1384589	Entomohabitans	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2943317, 1384589]
GAMA.0123.01567	GCF_000314855.2	representative genome	1141662	516074	Providencia burhodogranariea DSM 19968	1141662	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 516074, 1141662]
GAMA.0123.01573	GCF_900113945.1	representative genome	351675	351675	Xenorhabdus mauleonii	351675	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351675]
GAMA.0123.01582	GCF_007681265.1	representative genome	665913	665913	Mixta calida	665913	Mixta	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2100764, 665913]
GAMA.0123.01589	GCF_011189575.1	representative genome	471575	471575	Photorhabdus cinerea	471575	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 471575]
GAMA.0123.01597	GCF_000517265.1	representative genome	1004151	1004150	Photorhabdus khanii NC19	1004151	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1004150, 1004151]
GAMA.0123.01598	GCF_021083665.1	na	69220	69220	Lelliottia nimipressuralis	69220	Lelliottia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330545, 69220]
GAMA.0123.01606	GCF_900111395.1	representative genome	1123402	336804	Thorsellia anophelis DSM 18579	1123402	Thorsellia	Enterobacterales	Thorselliaceae	91347	1771359	[1, 131567, 2, 1224, 1236, 91347, 1771359, 336803, 336804, 1123402]
GAMA.0123.01608	GCF_011189495.1	representative genome	1123042	1123042	Photorhabdus stackebrandtii	1123042	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1123042]
GAMA.0123.01611	GCF_002127535.1	representative genome	351656	351656	Xenorhabdus vietnamensis	351656	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351656]
GAMA.0123.01612	GCF_002127545.1	representative genome	40578	40578	Xenorhabdus beddingii	40578	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 40578]
GAMA.0123.01617	GCF_001319845.1	representative genome	263819	263819	Yersinia aleksiciae	263819	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 263819]
GAMA.0123.01624	GCF_014467235.1	representative genome	333964	333964	Xenorhabdus indica	333964	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 333964]
GAMA.0123.01629	GCF_002632615.1	representative genome	351674	351674	Xenorhabdus miraniensis	351674	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351674]
GAMA.0123.01633	GCF_900116635.1	representative genome	351659	351659	Xenorhabdus koppenhoeferi	351659	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351659]
GAMA.0123.01635	GCF_016306625.1	representative genome	2763499	2763499	Xenorhabdus lircayensis	2763499	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 2763499]
GAMA.0123.01637	GCF_009711095.1	representative genome	2899544	2899544	Intestinirhabdus alba	2899544	Intestinirhabdus	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2899543, 2899544]
GAMA.0123.01640	GCF_900115195.1	representative genome	53341	53341	Xenorhabdus japonica	53341	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 53341]
GAMA.0123.01642	GCF_004011885.1	representative genome	2675110	2675110	Serratia microhaemolytica	2675110	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 2675110]
GAMA.0123.01643	GCF_002632875.1	representative genome	351676	351676	Xenorhabdus kozodoii	351676	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351676]
GAMA.0123.01650	GCF_018448885.1	na	1004165	1004165	Photorhabdus caribbeanensis	1004165	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1004165]
GAMA.0123.01655	GCF_012569525.1	representative genome	2675780	2675780	Enterobacteriaceae endosymbiont of Donacia piscatrix	2675780	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675780]
GAMA.0123.01659	GCF_001908095.1	representative genome	1873484	1873484	Xenorhabdus thuongxuanensis	1873484	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 1873484]
GAMA.0123.01661	GCF_902164675.1	representative genome	2058152	2058152	Klebsiella grimontii	2058152	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2058152]
GAMA.0123.01668	GCF_018448965.1	na	1004166	1004166	Photorhabdus hainanensis	1004166	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1004166]
GAMA.0123.01669	GCF_002632825.1	representative genome	351614	351614	Xenorhabdus stockiae	351614	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351614]
